id,year,section,user,amphitheatre,module,seat_block,seat_row,seat_column,latitude_mean,longitude_mean,accuracy_mean,gps_variance,is_outside,sample_count,raw_gps_readings,collection_metadata,navigator_context,screen_context,network_information,battery_status,timestamp,created_at,device_info,target_label,dist_Amphi_1,dist_Amphi_2,dist_Amphi_3,dist_Amphi_4,dist_Amphi_5,dist_Amphi_6,dist_Amphi_7,dist_Amphi_8,dist_nearest,dist_2nd,dist_gap,nearest_amphi,log_accuracy,accuracy_bin,high_accuracy_flag,has_seat,seat_block_enc,seat_row_filled,seat_column_filled,seat_zone_id,hour_of_day,hour_sin,hour_cos,label_enc
4915,1,,,Amphi 2,Linear Algebra,Center,1.0,4.0,36.68841521063376,2.8665046661305857,24.882620862980616,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:59:02.306000+00:00,2026-04-12 09:59:03.338189+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3.1 Mobile/23D8133 Safari/604.1",Amphi 2,0.0001996470519914077,6.343038690494333e-05,0.00027044532826249717,0.0003967186812892194,0.00019298346105146735,7.026223270024504e-05,0.00022744667640163104,0.00039701925597702433,6.343038690494333e-05,7.026223270024504e-05,6.831845795301719e-06,Amphi 2,3.253571734326765,0,1,1,1,1.0,4.0,104,9,0.7071067811865476,-0.7071067811865475,1
670,1,,,Amphi 2,Object Oriented Programming,Right,4.0,1.0,36.688354,2.8665082,14.800000190734863,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:43:56.903000+00:00,2026-04-08 07:43:57.925892+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00019958182314472908,1.5133633119178427e-05,0.00027485542057646575,0.0003878782982768899,0.00018189037560553608,3.220898708541018e-05,0.00022384004340258635,0.00039292215383429847,1.5133633119178427e-05,3.220898708541018e-05,1.7075353966231754e-05,Amphi 2,2.7600099521047476,0,1,1,2,4.0,1.0,401,7,0.9659258262890683,-0.25881904510252063,1
5611,3,,,Amphi 5,Computer and Network Security,Left,4.0,3.0,36.6883481,2.8666787,24.9060001373291,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:18:39.143000+00:00,2026-04-12 12:18:38.417505+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,5.366524580310381e-05,0.00018564980205519502,0.00044501534042123454,0.0005569818430837809,1.7289169674265862e-05,0.00020259014450123587,0.0003944318859880431,0.0005631301032037578,1.7289169674265862e-05,5.366524580310381e-05,3.637607612883795e-05,Amphi 5,3.254474607409118,0,1,1,0,4.0,3.0,403,12,1.2246467991473532e-16,-1.0,4
6873,2,,,Amphi 4,Computer Architecture,Center,9.0,5.0,36.6882681,2.8661222,39.97499847412109,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:08:16.593000+00:00,2026-04-12 16:08:17.314214+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.0005950199509501113,0.0003804680587346456,0.00016542879657220814,3.774613974453127e-05,0.000575334341917698,0.00036351061779893305,0.00018569095536157551,6.782186338531952e-05,3.774613974453127e-05,6.782186338531952e-05,3.0075723640788255e-05,Amphi 4,3.712962087390627,1,0,1,1,9.0,5.0,905,16,-0.8660254037844385,-0.5000000000000004,3
8271,3,,,Amphi 8,Manual Selection,Right,10.0,3.0,36.6883186,2.8661196,39.80199813842773,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:35:08.403000+00:00,2026-04-20 12:35:10.129181+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8,0.0005888411867033983,0.0003750770331928605,0.00013543111531925906,1.3302643150561537e-05,0.0005719376191028728,0.0003580001788092435,0.0001695642800935115,1.7449950008166957e-05,1.3302643150561537e-05,1.7449950008166957e-05,4.147306857605419e-06,Amphi 4,3.7087310541920013,1,0,1,2,10.0,3.0,1003,12,1.2246467991473532e-16,-1.0,7
7503,3,,,Amphi 8,Manual Selection,Center,2.0,3.0,36.6883313,2.866063,14.673999786376951,0.0,False,1,[],{},{},{},{},{},2026-04-20 09:20:12.293000+00:00,2026-04-20 09:20:12.991175+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 8,0.0006435999701074656,0.00043064987000608103,0.00018180135413801315,6.548125667377473e-05,0.0006276606475846458,0.000413600279750184,0.00022306854321110125,5.288437582702509e-05,5.288437582702509e-05,6.548125667377473e-05,1.2596880846749638e-05,Amphi 8,2.7520032750015386,0,1,1,1,2.0,3.0,203,9,0.7071067811865476,-0.7071067811865475,7
631,1,,,Amphi 2,Manual Selection,Center,2.0,9.0,36.68842938925726,2.866511188720191,32.937119614129465,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:43:51.309000+00:00,2026-04-08 07:43:52.633503+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 2,0.0001950948200371652,7.865332445429676e-05,0.0002786565877246767,0.00040706966338218537,0.00019131096066454087,8.586813269003044e-05,0.0002376074629440131,0.0004064469603478479,7.865332445429676e-05,8.586813269003044e-05,7.214808235733687e-06,Amphi 2,3.524509389207898,1,0,1,1,2.0,9.0,209,7,0.9659258262890683,-0.25881904510252063,1
5411,3,,,Amphi 5,Computer and Network Security,Center,8.0,5.0,36.6883542,2.8667003,25.145000457763672,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:16:17.269000+00:00,2026-04-12 12:16:16.938791+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,4.167473801119468e-05,0.00020719369132110517,0.00046603975861514885,0.0005789995401504058,1.2515270201471094e-05,0.0002241921153625126,0.0004159171152006659,0.0005848870761061292,1.2515270201471094e-05,4.167473801119468e-05,2.9159467809723586e-05,Amphi 5,3.2636579851487446,0,1,1,1,8.0,5.0,805,12,1.2246467991473532e-16,-1.0,4
5634,3,,,Amphi 5,Computer and Network Security,Left,2.0,3.0,36.6883508,2.866685,14.965999603271484,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:19:05.169000+00:00,2026-04-12 12:19:05.087395+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,4.856750174806163e-05,0.00019190010001115203,0.0004510552035958483,0.0005634729331528678,1.1544684776585279e-05,0.00020886943132288925,0.00040066880854536935,0.0005694941883219246,1.1544684776585279e-05,4.856750174806163e-05,3.702281697147635e-05,Amphi 5,2.770461436375272,0,1,1,0,2.0,3.0,203,12,1.2246467991473532e-16,-1.0,4
2046,1,,,Amphi 2,Object Oriented Programming,Center,1.0,7.0,36.68841533354624,2.866504311360386,24.002373658442604,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:23:44.889000+00:00,2026-04-08 09:23:45.884641+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",Amphi 2,0.00020001212764377587,6.348769801086105e-05,0.0002701044140073016,0.000396411609803266,0.0001933584511930355,7.023146642201527e-05,0.0002271338599894623,0.00039669637895817483,6.348769801086105e-05,7.023146642201527e-05,6.743768411154218e-06,Amphi 2,3.218970766698787,0,1,1,1,1.0,7.0,107,9,0.7071067811865476,-0.7071067811865475,1
5275,3,,,Amphi 5,Computer and Network Security,Center,9.0,5.0,36.6883516,2.8666887,8.42199993133545,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:15:32.953000+00:00,2026-04-12 12:15:32.274676+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,4.653280801237952e-05,0.00019559318003591574,0.00045467647086988914,0.000567225200629151,9.711594961321779e-06,0.0002125701677269194,0.00040435370681174616,0.00057321463824618,9.711594961321779e-06,4.653280801237952e-05,3.6821213051057745e-05,Amphi 5,2.243047372990166,0,1,1,1,9.0,5.0,905,12,1.2246467991473532e-16,-1.0,4
1775,1,,,Amphi 2,Object Oriented Programming,Center,3.0,3.0,36.6883433,2.8664834,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:22:23.499000+00:00,2026-04-08 09:22:26.775292+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.0002261332712263504,1.361405094830603e-05,0.0002519749008067882,0.00036201992670355194,0.0002073234617490738,1.0592108960470866e-05,0.00019957401343568656,0.00036777198174096595,1.0592108960470866e-05,1.361405094830603e-05,3.021941987835164e-06,Amphi 6,3.044522437723423,0,1,1,1,3.0,3.0,303,9,0.7071067811865476,-0.7071067811865475,1
8264,3,,,Amphi 8,Manual Selection,Left,2.0,4.0,36.688371682402654,2.8662029526373827,11.004185914093112,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:34:33.581000+00:00,2026-04-20 12:34:34.108853+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1",Amphi 8,0.0005009900044958336,0.0002907691695622066,3.671444729621134e-05,0.00010333084366870737,0.000487106068571047,0.00027395955593411417,8.251355314116227e-05,9.440729950799201e-05,3.671444729621134e-05,8.251355314116227e-05,4.579910584495093e-05,Amphi 3,2.485255415136721,0,1,1,0,2.0,4.0,204,12,1.2246467991473532e-16,-1.0,7
1890,1,,,Amphi 2,Object Oriented Programming,Center,1.0,2.0,36.6883365,2.8664571,15.00100040435791,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:23:30.810000+00:00,2026-04-08 09:23:32.566831+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 2,0.0002532938136596154,3.954522928365604e-05,0.00022761292453835863,0.0003351817187880913,0.00023415627849927435,2.3927568349128482e-05,0.0001740895989140398,0.000341392744005049,2.3927568349128482e-05,3.954522928365604e-05,1.561766093452756e-05,Amphi 6,2.7726512455575274,0,1,1,1,1.0,2.0,102,9,0.7071067811865476,-0.7071067811865475,1
7686,3,,,Amphi 8,Manual Selection,Center,1.0,4.0,36.688346,2.866068,50.7509994506836,0.0,False,1,[],{},{},{},{},{},2026-04-20 09:56:31.137000+00:00,2026-04-20 09:56:33.031248+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8,0.0006373093386349927,0.00042516581209546344,0.0001728658640241576,6.837014125544155e-05,0.0006221330515205445,0.0004081613418729395,0.0002167652616010764,4.8826581292362935e-05,4.8826581292362935e-05,6.837014125544155e-05,1.954355996307861e-05,Amphi 8,3.9464437450156717,1,0,1,1,1.0,4.0,104,9,0.7071067811865476,-0.7071067811865475,7
1587,1,,,Amphi 2,Object Oriented Programming,Center,3.0,9.0,36.6883302,2.8664772,25.638999938964844,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:21:48.507000+00:00,2026-04-08 09:21:49.140467+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00023547475266639219,2.7673048658483422e-05,0.00024862611239606235,0.0003547137025895365,0.00021499777738320357,2.083133234370226e-05,0.00019485974902513155,0.00036153207242172906,2.083133234370226e-05,2.7673048658483422e-05,6.841716314781163e-06,Amphi 6,3.2823763051389045,0,1,1,1,3.0,9.0,309,9,0.7071067811865476,-0.7071067811865475,1
3976,3,,,Amphi 6,Machine Learning,Left,5.0,3.0,36.6883484,2.8664689,20.899999618530277,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:28:34.290000+00:00,2026-04-12 08:28:34.640346+00:00,"Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.178 Safari/537.36",Amphi 6,0.00023919939249835006,2.4614820873120388e-05,0.00023680644273688556,0.000348187733117251,0.00022141867501855752,7.685225589942343e-06,0.00018477076953567505,0.0003534230718579075,7.685225589942343e-06,2.4614820873120388e-05,1.6929595283178043e-05,Amphi 6,3.0864866194037464,0,1,1,0,5.0,3.0,503,8,0.8660254037844387,-0.4999999999999998,5
786,1,,,Amphi 2,Object Oriented Programming,Center,1.0,4.0,36.6883436,2.8665001,25.04700088500977,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:44:11.998000+00:00,2026-04-08 07:44:14.991267+00:00,"Mozilla/5.0 (Linux; U; Android 15; en-dz; RMX3871 Build/AP3A.240617.008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.5970.168 Mobile Safari/537.36 HeyTapBrowser/45.14.0.1",Amphi 2,0.00020984988449319306,1.1586973524833224e-05,0.0002683690142164127,0.0003786639830819325,0.00019066353458462094,2.5086772098090595e-05,0.0002162084269701444,0.0003844746067189085,1.1586973524833224e-05,2.5086772098090595e-05,1.349979857325737e-05,Amphi 2,3.259902632397215,0,1,1,1,1.0,4.0,104,7,0.9659258262890683,-0.25881904510252063,1
6854,2,,,Amphi 4,Computer Architecture,Center,9.0,5.0,36.6882681,2.8661222,39.97499847412109,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:08:16.592000+00:00,2026-04-12 16:08:17.079417+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.0005950199509501113,0.0003804680587346456,0.00016542879657220814,3.774613974453127e-05,0.000575334341917698,0.00036351061779893305,0.00018569095536157551,6.782186338531952e-05,3.774613974453127e-05,6.782186338531952e-05,3.0075723640788255e-05,Amphi 4,3.712962087390627,1,0,1,1,9.0,5.0,905,16,-0.8660254037844385,-0.5000000000000004,3
7988,3,,,Amphi 8,Manual Selection,Center,6.0,6.0,36.6883147,2.8661189,19.391000747680664,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:32:04.446000+00:00,2026-04-20 12:32:06.391487+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8,0.0005900582815805169,0.00037614954597136696,0.00013807847243552793,9.912809961948653e-06,0.0005729392194306019,0.0003590706353018258,0.00017120054732103622,2.1152641799649494e-05,9.912809961948653e-06,2.1152641799649494e-05,1.1239831837700842e-05,Amphi 4,3.0150936636998,0,1,1,1,6.0,6.0,606,12,1.2246467991473532e-16,-1.0,7
6595,2,,,Amphi 4,Computer Architecture,Center,2.0,5.0,36.6882913,2.8661206,10.241000175476074,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:04:39.245000+00:00,2026-04-12 16:04:40.402067+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.000592052151315796,0.0003775601204893639,0.0001505938885656372,1.4782620296601307e-05,0.0005736252292827183,0.00036050881806273154,0.00017705030920780237,4.4579658565304925e-05,1.4782620296601307e-05,4.4579658565304925e-05,2.9797038268703618e-05,Amphi 4,2.4195678240900214,0,1,1,1,2.0,5.0,205,16,-0.8660254037844385,-0.5000000000000004,3
1360,1,,,Amphi 2,Object Oriented Programming,Center,3.0,4.0,36.6883425,2.8664845,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:54.561000+00:00,2026-04-08 09:20:56.282163+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 2,0.0002252512498081107,1.3457168476127123e-05,0.0002532015097295506,0.000363032354610275,0.00020629870416078447,1.1931533497156127e-05,0.00020073298807664648,0.0003688559323147764,1.1931533497156127e-05,1.3457168476127123e-05,1.525634978970996e-06,Amphi 6,3.044522437723423,0,1,1,1,3.0,4.0,304,9,0.7071067811865476,-0.7071067811865475,1
5784,3,,,Amphi 5,Computer and Network Security,Right,10.0,3.0,36.6883543,2.8666798,14.612000465393066,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:21:44.857000+00:00,2026-04-12 12:21:44.683290+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,4.769004199802234e-05,0.00018669493458239544,0.00044559057121746644,0.0005585824963929824,1.2288015530767202e-05,0.00020369600195380564,0.0003954171904594077,0.0005644011115416786,1.2288015530767202e-05,4.769004199802234e-05,3.540202646725514e-05,Amphi 5,2.748039879128326,0,1,1,2,10.0,3.0,1003,12,1.2246467991473532e-16,-1.0,4
3751,3,,,Amphi 6,Machine Learning,Center,2.0,8.0,36.6883635,2.8664549,13.229000091552734,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:24:25.895000+00:00,2026-04-12 08:24:27.894359+00:00,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.164 Mobile Safari/537.36",Amphi 6,0.0002505494147075486,3.9669411816466815e-05,0.00022080009990463432,0.0003365534510959351,0.00023505752438830304,2.463523042611065e-05,0.0001705685159427781,0.00034033624100060137,2.463523042611065e-05,3.9669411816466815e-05,1.5034181390356164e-05,Amphi 6,2.6552821419977897,0,1,1,1,2.0,8.0,208,8,0.8660254037844387,-0.4999999999999998,5
2572,1,,,Amphi 2,Object Oriented Programming,Center,6.0,9.0,36.6883449,2.8664994,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:27:51.128000+00:00,2026-04-08 09:27:52.395765+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00021020966190667942,1.0130383739969928e-05,0.00026746343453753894,0.0003780996032119901,0.00019124514988834207,2.405657939527919e-05,0.00021542416880415563,0.00038380402258518417,1.0130383739969928e-05,2.405657939527919e-05,1.392619565530926e-05,Amphi 2,3.044522437723423,0,1,1,1,6.0,9.0,609,9,0.7071067811865476,-0.7071067811865475,1
1421,1,,,Amphi 2,Object Oriented Programming,Center,2.0,1.0,36.6883424,2.8664791,33.994998931884766,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:21:02.717000+00:00,2026-04-08 09:21:03.710674+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.000230524781982788,1.7473692762717217e-05,0.00024791237307927194,0.00035765015133541517,0.0002116858394023396,9.101839451309756e-06,0.00019535883686534888,0.0003634550065408972,9.101839451309756e-06,1.7473692762717217e-05,8.371853311407462e-06,Amphi 6,3.555205163619564,1,0,1,1,2.0,1.0,201,9,0.7071067811865476,-0.7071067811865475,1
6539,2,,,Amphi 4,Computer Architecture,Center,1.0,5.0,36.6883024,2.8661325,11.95400047302246,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:04:13.014000+00:00,2026-04-12 16:04:12.813301+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.000578447698284949,0.0003641215227841686,0.00013434167476777774,9.79545142865214e-06,0.0005605424169982572,0.000347050964733599,0.0001619302829450078,3.721415187884209e-05,9.79545142865214e-06,3.721415187884209e-05,2.741870045018995e-05,Amphi 4,2.5614046572762765,0,1,1,1,1.0,5.0,105,16,-0.8660254037844385,-0.5000000000000004,3
2680,1,,,Amphi 2,Object Oriented Programming,Right,2.0,1.0,36.68841270156355,2.866504596608824,24.705749397241757,0.0,False,1,[],{},{},{},{},{},2026-04-08 10:40:27.542000+00:00,2026-04-08 10:40:28.948944+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.151 Mobile/15E148 Safari/604.1",Amphi 2,0.00019948753632166718,6.095187725930765e-05,0.00027014082476298034,0.0003959672951226264,0.00019236372439673598,6.794788719950274e-05,0.00022676649098205912,0.0003964556255967051,6.095187725930765e-05,6.794788719950274e-05,6.996009940195089e-06,Amphi 2,3.246714678836318,0,1,1,2,2.0,1.0,201,10,0.49999999999999994,-0.8660254037844387,1
4463,3,,,Amphi 5,Computer and Network Security,Center,3.0,4.0,36.6883605,2.8666968,18.382999420166016,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:14:32.423000+00:00,2026-04-12 09:16:00.586104+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,3.586764922821633e-05,0.00020383315723338243,0.0004621234309532314,0.0005760755580479313,6.892326710550315e-06,0.00022087356230927286,0.00041239986233952854,0.0005816243793829007,6.892326710550315e-06,3.586764922821633e-05,2.8975322517666012e-05,Amphi 5,2.9643963633295742,0,1,1,1,3.0,4.0,304,9,0.7071067811865476,-0.7071067811865475,4
497,1,,,Amphi 2,Object Oriented Programming,Center,3.0,5.0,36.6883472,2.866515,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:43:14.964000+00:00,2026-04-08 07:43:16.358365+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00019452280507585175,2.260458437199082e-05,0.0002825189370654647,0.0003938543398401178,0.00017550834857366516,3.9055017232124186e-05,0.00023087127107865101,0.0003994597439244412,2.260458437199082e-05,3.9055017232124186e-05,1.6450432860133367e-05,Amphi 2,3.044522437723423,0,1,1,1,3.0,5.0,305,7,0.9659258262890683,-0.25881904510252063,1
2597,1,,,Amphi 2,Object Oriented Programming,Center,6.0,7.0,36.6883559,2.8665037,14.55500030517578,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:28:13.790000+00:00,2026-04-08 09:28:16.122565+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00020360388321309037,1.10220392700789e-05,0.0002701552095246174,0.00038365688175849084,0.0001863228626241627,2.800071718723205e-05,0.0002193102866021869,0.0003885217302746113,1.10220392700789e-05,2.800071718723205e-05,1.697867791715315e-05,Amphi 2,2.744382149968744,0,1,1,1,6.0,7.0,607,9,0.7071067811865476,-0.7071067811865475,1
2282,1,,,Amphi 2,Object Oriented Programming,Center,4.0,7.0,36.6883497,2.8665226,12.779000282287598,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:59.348000+00:00,2026-04-08 09:26:24.431634+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",Amphi 2,0.000186540061847785,2.9656117503638288e-05,0.0002896926356234426,0.0004016784435212086,0.00016774339386369975,4.6487620645271956e-05,0.00023835716661298995,0.00040713545255418205,2.9656117503638288e-05,4.6487620645271956e-05,1.6831503141633668e-05,Amphi 2,2.6231457144985644,0,1,1,1,4.0,7.0,407,9,0.7071067811865476,-0.7071067811865475,1
1240,1,,,Amphi 2,Object Oriented Programming,Center,1.0,3.0,36.6883416,2.8664821,14.336000442504885,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:34.848000+00:00,2026-04-08 09:20:36.319181+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/117.0.0.0 Mobile Safari/537.36",Amphi 2,0.00022779620828633756,1.5735693385141795e-05,0.0002510090158823187,0.00036055431059905783,0.00020877161005263212,1.1138476633280447e-05,0.0001984153010721865,0.00036644053822321176,1.1138476633280447e-05,1.5735693385141795e-05,4.597216751861348e-06,Amphi 6,2.730203034597339,0,1,1,1,1.0,3.0,103,9,0.7071067811865476,-0.7071067811865475,1
6170,1,,,Amphi 1,تاريخ الجزائر 2,Right,5.0,3.0,36.6883899,2.866729,37.76399993896485,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:45:46.788000+00:00,2026-04-12 15:45:44.917440+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 1,2.629803022450647e-05,0.00023878243793469197,0.0004934694342361286,0.0006114823825494259,4.844653504006065e-05,0.0002558433271356164,0.0004457030071264824,0.0006156897926230592,2.629803022450647e-05,4.844653504006065e-05,2.2148504815554178e-05,Amphi 1,3.657491979297772,1,0,1,2,5.0,3.0,503,15,-0.7071067811865471,-0.7071067811865479,0
1329,1,,,Amphi 2,Object Oriented Programming,Right,4.0,3.0,36.6883401,2.8664768,34.31999969482422,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:39.922000+00:00,2026-04-08 09:20:45.066706+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",Amphi 2,0.00023330094918426778,2.0697611710971954e-05,0.0002460960702446857,0.0003551329589519677,0.00021419148590921661,1.0924392400827742e-05,0.00019327203652095166,0.00036111949363233176,1.0924392400827742e-05,2.0697611710971954e-05,9.773219310144212e-06,Amphi 6,3.5644493670954485,1,0,1,2,4.0,3.0,403,9,0.7071067811865476,-0.7071067811865475,1
3623,3,,,Amphi 6,Machine Learning,Center,9.0,6.0,36.6883485,2.8664695,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:02:26.847000+00:00,2026-04-12 08:02:29.528122+00:00,"Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 6,0.00023859147223674994,2.40066273945756e-05,0.00023738083486511024,0.0003487954590301289,0.00022081389789865638,7.087673591009855e-06,0.00018536445964952033,0.00035402630626561927,7.087673591009855e-06,2.40066273945756e-05,1.6918953803565744e-05,Amphi 6,3.044522437723423,0,1,1,1,9.0,6.0,906,8,0.8660254037844387,-0.4999999999999998,5
