id,year,section,user,amphitheatre,module,seat_block,seat_row,seat_column,latitude_mean,longitude_mean,accuracy_mean,gps_variance,is_outside,sample_count,raw_gps_readings,collection_metadata,navigator_context,screen_context,network_information,battery_status,timestamp,created_at,device_info,target_label,dist_Amphi_1,dist_Amphi_2,dist_Amphi_3,dist_Amphi_4,dist_Amphi_5,dist_Amphi_6,dist_Amphi_7,dist_Amphi_8,dist_nearest,dist_2nd,dist_gap,nearest_amphi,log_accuracy,accuracy_bin,high_accuracy_flag,has_seat,seat_block_enc,seat_row_filled,seat_column_filled,seat_zone_id,hour_of_day,hour_sin,hour_cos,label_enc
4697,1,,,Amphi 1,Introduction to Linux,Center,3.0,6.0,36.6884248,2.8666647,12.954999923706056,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:25:24.252000+00:00,2026-04-12 09:25:25.735177+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",Amphi 1,4.835372594458633e-05,0.00018606683710568794,0.00043069098259951793,0.0005542936595793184,6.839864438065852e-05,0.0002024950911961892,0.000386032454955121,0.00055618929476514,4.835372594458633e-05,6.839864438065852e-05,2.0044918436072197e-05,Amphi 1,2.635837861521145,0,1,1,1,3.0,6.0,306,9,0.7071067811865476,-0.7071067811865475,0
6643,2,,,Amphi 4,Computer Architecture,Right,5.0,3.0,36.688393048441874,2.866181706245888,23.99999832149039,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:05:35.172000+00:00,2026-04-12 16:05:36.123113+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4,0.0005216644387908147,0.0003139894210492702,5.400875176010938e-05,0.00010495520117046897,0.0005092352753760121,0.00029741130880030616,0.00010835685492458794,8.749190553845259e-05,5.400875176010938e-05,8.749190553845259e-05,3.348315377834321e-05,Amphi 3,3.218875757727814,0,1,1,2,5.0,3.0,503,16,-0.8660254037844385,-0.5000000000000004,3
4442,3,,,Amphi 5,Computer and Network Security,Center,3.0,4.0,36.6884219,2.8666815,14.800000190734863,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:14:02.113000+00:00,2026-04-12 09:15:30.794524+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,3.407659622598883e-05,0.00020064784571487747,0.000447208567226006,0.0005701160399261449,6.125390532004058e-05,0.00021726210885582463,0.0004021256386058557,0.0005723338183594316,3.407659622598883e-05,6.125390532004058e-05,2.7177309094051746e-05,Amphi 1,2.7600099521047476,0,1,1,1,3.0,4.0,304,9,0.7071067811865476,-0.7071067811865475,4
4353,1,,ayoub,Amphi 7,,,,,36.688337491836016,2.8662778321580995,32.000000000002,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:03:08.333000+00:00,2026-04-12 09:03:33.784217+00:00,,Amphi 7,0.00042950255010160414,0.00021582514778689115,6.634964330360479e-05,0.0001577185260180556,0.0004127975933137394,0.00019875833092772107,2.2004477075106723e-05,0.00016213465896032145,2.2004477075106723e-05,6.634964330360479e-05,4.4345166228498065e-05,Amphi 7,3.4965075614665406,1,0,0,3,-1.0,-1.0,-1,9,0.7071067811865476,-0.7071067811865475,6
2320,1,,,Amphi 2,Object Oriented Programming,Right,4.0,5.0,36.6883519,2.8665032,15.553999900817873,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:44.108000+00:00,2026-04-08 09:26:45.753862+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.000204913032056752,1.0133088616395767e-05,0.00027017326614775896,0.00038265900289033254,0.0001869795597761625,2.70841610114047e-05,0.0002188942449175493,0.0003878338266896892,1.0133088616395767e-05,2.70841610114047e-05,1.6951072395008934e-05,Amphi 2,2.806627758471774,0,1,1,2,4.0,5.0,405,9,0.7071067811865476,-0.7071067811865475,1
5661,3,,,Amphi 5,Computer and Network Security,Right,1.0,3.0,36.6883497,2.8666854,24.5049991607666,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:19:37.288000+00:00,2026-04-12 12:19:36.536887+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,4.9440850263488896e-05,0.00019231490179714555,0.0004515472525748151,0.0005637849957768857,1.2395210906210406e-05,0.00020927339371498797,0.00040109133855634866,0.0005698657884535521,1.2395210906210406e-05,4.9440850263488896e-05,3.704563935727849e-05,Amphi 5,3.2388744784702275,0,1,1,2,1.0,3.0,103,12,1.2246467991473532e-16,-1.0,4
2276,1,,,Amphi 2,Object Oriented Programming,Center,4.0,7.0,36.6883497,2.8665123,15.18299961090088,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:59.348000+00:00,2026-04-08 09:26:24.431458+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",Amphi 2,0.00019653756738453835,1.9444716157673585e-05,0.00027948938720826464,0.000391441676712366,0.00017802043600939038,3.619282577483201e-05,0.00022806449185671545,0.0003968417821657559,1.9444716157673585e-05,3.619282577483201e-05,1.674810961715843e-05,Amphi 2,2.7839612844910526,0,1,1,1,4.0,7.0,407,9,0.7071067811865476,-0.7071067811865475,1
1512,1,,,Amphi 2,Object Oriented Programming,Center,1.0,1.0,36.6883349,2.8664607,18.270999908447266,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:21:20.499000+00:00,2026-04-08 09:21:24.424504+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 2,0.0002501795680114917,3.704539145195238e-05,0.00023148477464252553,0.0003386256670642931,0.00023075382432973378,2.230336510002553e-05,0.00017786648278732937,0.00034499231672354054,2.230336510002553e-05,3.704539145195238e-05,1.4742026351926848e-05,Amphi 6,2.95860137046498,0,1,1,1,1.0,1.0,101,9,0.7071067811865476,-0.7071067811865475,1
3305,1,,nasro,Outside,,,,,36.6882881,2.8661108,24.11100006103516,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:49:45.421000+00:00,2026-04-08 20:50:34.552838+00:00,,Outside,0.0006022646873479617,0.0003877537907012443,0.00016018817325510795,2.1706997380231348e-05,0.0005837456094878976,0.000370706614122963,0.00018733311888164826,4.776335353107512e-05,2.1706997380231348e-05,4.776335353107512e-05,2.605635615084377e-05,Amphi 4,3.2233059995781304,0,1,0,3,-1.0,-1.0,-1,20,-0.8660254037844386,0.5000000000000001,8
4366,1,,ayoub,Amphi 7,,,,,36.68836566057096,2.8663605374733296,17.940416486385633,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:03:21.455000+00:00,2026-04-12 09:03:33.784580+00:00,,Amphi 7,0.0003441451240684495,0.00013319159447247519,0.0001270942494589118,0.0002446421367303749,0.0003294388794665257,0.00011651869217419079,7.64692222715518e-05,0.0002466663252929095,7.64692222715518e-05,0.00011651869217419079,4.0049469902639e-05,Amphi 7,2.941298077293649,0,1,0,3,-1.0,-1.0,-1,9,0.7071067811865476,-0.7071067811865475,6
4660,1,,,Amphi 2,Linear Algebra,Center,4.0,9.0,36.6883384,2.866489,14.744000434875488,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:20:19.779000+00:00,2026-04-12 09:20:23.306227+00:00,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 2,0.00022190574826112832,1.5015333521698826e-05,0.00025839286049701606,0.000367123182526741,0.00020223944341806545,1.801325062841618e-05,0.00020557913127192072,0.0003733020077362384,1.5015333521698826e-05,1.801325062841618e-05,2.9979171067173528e-06,Amphi 2,2.756459367931562,0,1,1,1,4.0,9.0,409,9,0.7071067811865476,-0.7071067811865475,1
8292,3,,,Amphi 8,Manual Selection,Right,10.0,3.0,36.6883186,2.8661196,39.80199813842773,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:35:08.406000+00:00,2026-04-20 12:35:10.158180+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8,0.0005888411867033983,0.0003750770331928605,0.00013543111531925906,1.3302643150561537e-05,0.0005719376191028728,0.0003580001788092435,0.0001695642800935115,1.7449950008166957e-05,1.3302643150561537e-05,1.7449950008166957e-05,4.147306857605419e-06,Amphi 4,3.7087310541920013,1,0,1,2,10.0,3.0,1003,12,1.2246467991473532e-16,-1.0,7
3583,3,,,Amphi 6,Machine Learning,Center,4.0,6.0,36.68837287579685,2.866512084927858,11.542429555926176,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:55:03.041000+00:00,2026-04-12 07:55:04.110162+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/23D127 Safari/604.1",Amphi 6,0.0001926429808445485,2.7593208734228193e-05,0.0002769998629857751,0.0003944995656963216,0.0001782424218193561,4.208432068662499e-05,0.00022813381843675884,0.00039812440786768177,2.7593208734228193e-05,4.208432068662499e-05,1.44911119523968e-05,Amphi 2,2.529117260930455,0,1,1,1,4.0,6.0,406,7,0.9659258262890683,-0.25881904510252063,5
5354,3,,,Amphi 5,Computer and Network Security,Center,8.0,5.0,36.6883533,2.8666884,7.552000045776367,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:16:17.269000+00:00,2026-04-12 12:16:16.481494+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,4.502143571325676e-05,0.00019528977661248056,0.0004542421611393928,0.000567065960010558,8.080640155584467e-06,0.00021228175017209074,0.0004040283299969264,0.0005729647204914017,8.080640155584467e-06,4.502143571325676e-05,3.694079555767229e-05,Amphi 5,2.146165179075453,0,1,1,1,8.0,5.0,805,12,1.2246467991473532e-16,-1.0,4
3434,1,,ayoub,Amphi 6,,,,,36.68833247881028,2.8665992913259077,24.829868372149505,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:47.441000+00:00,2026-04-12 07:28:38.685820+00:00,,Amphi 6,0.00012180231173351492,0.00010811548661188125,0.0003680642503606546,0.00047671231435643526,9.510561228263919e-05,0.0001245460773743398,0.00031595893939257835,0.0004835930512293973,9.510561228263919e-05,0.00010811548661188125,1.300987432924206e-05,Amphi 5,3.2515315111655934,0,1,0,3,-1.0,-1.0,-1,7,0.9659258262890683,-0.25881904510252063,5
1447,1,,,Amphi 2,Object Oriented Programming,Center,6.0,1.0,36.6883602,2.8664962,14.24899959564209,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:21:09.951000+00:00,2026-04-08 09:21:11.859866+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 2,0.00021019377407489886,7.980500664209108e-06,0.0002622112911689336,0.000376818679723485,0.00019374931986894107,2.2075935270136173e-05,0.00021180186161159407,0.0003812853144535497,7.980500664209108e-06,2.2075935270136173e-05,1.4095434605927066e-05,Amphi 2,2.724513900615863,0,1,1,1,6.0,1.0,601,9,0.7071067811865476,-0.7071067811865475,1
2336,1,,,Amphi 2,Object Oriented Programming,Right,4.0,5.0,36.6883487,2.8665118,24.80699920654297,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:44.107000+00:00,2026-04-08 09:26:45.759437+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.0001972598615433676,1.914265110165792e-05,0.00027913548391358457,0.00039083387713911903,0.00017858677086509582,3.5743657372637654e-05,0.00022760569166610154,0.00039630780895755045,1.914265110165792e-05,3.5743657372637654e-05,1.6601006270979733e-05,Amphi 2,3.250645742211196,0,1,1,2,4.0,5.0,405,9,0.7071067811865476,-0.7071067811865475,1
3298,1,,nasro,Outside,,,,,36.6883957,2.8664516,5.000999927520752,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:47:45.035000+00:00,2026-04-08 20:48:31.851700+00:00,,Outside,0.00025176363477679684,5.966556458442116e-05,0.0002161840633514138,0.00034035502716093033,0.00024082604545061398,5.098527109650897e-05,0.00017128518956895995,0.00034122413128566333,5.098527109650897e-05,5.966556458442116e-05,8.680293487912187e-06,Amphi 6,1.791926109929514,0,1,0,3,-1.0,-1.0,-1,20,-0.8660254037844386,0.5000000000000001,8
5598,3,,,Amphi 5,Computer and Network Security,Left,6.0,3.0,36.6883473,2.8666888,12.597999572753906,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:18:13.486000+00:00,2026-04-12 12:18:13.183578+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,5.060298907178279e-05,0.00019576768962559582,0.0004551462474140052,0.0005669941587505582,1.397836108522043e-05,0.00021270158283676307,0.00040454980886066495,0.0005732107901260204,1.397836108522043e-05,5.060298907178279e-05,3.662462798656236e-05,Amphi 5,2.609922691684493,0,1,1,0,6.0,3.0,603,12,1.2246467991473532e-16,-1.0,4
911,1,,,Amphi 2,Object Oriented Programming,Right,3.0,5.0,36.6883403,2.8664937,13.074000358581545,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:44:35.423000+00:00,2026-04-08 07:44:36.234555+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 2,0.00021687523487353357,1.2555506069094753e-05,0.00026264876146584853,0.0003719761408641398,0.00019735966124376965,2.0573143118749563e-05,0.00021008408669951278,0.00037802067412826576,1.2555506069094753e-05,2.0573143118749563e-05,8.01763704965481e-06,Amphi 2,2.6443291490226533,0,1,1,2,3.0,5.0,305,7,0.9659258262890683,-0.25881904510252063,1
3844,3,,,Amphi 6,Machine Learning,Left,4.0,4.0,36.6883282,2.8664689,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:26:23.483000+00:00,2026-04-12 08:26:24.148232+00:00,"Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.178 Safari/537.36",Amphi 6,0.0002440037156771586,3.454523042820872e-05,0.0002410597152266295,0.00034629883729366033,0.0002235009003596251,2.3922770997035173e-05,0.00018696518943424852,0.00035326931791974996,2.3922770997035173e-05,3.454523042820872e-05,1.062245943117355e-05,Amphi 6,3.044522437723423,0,1,1,0,4.0,4.0,404,8,0.8660254037844387,-0.4999999999999998,5
7574,3,,,Amphi 8,Manual Selection,Center,1.0,4.0,36.6883407,2.8660552,27.518999099731445,0.0,False,1,[],{},{},{},{},{},2026-04-20 09:55:52.812000+00:00,2026-04-20 09:55:55.727826+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8,0.0006504982005576281,0.0004380790510656019,0.00018658783730034388,7.653041479005568e-05,0.0006350785364469982,0.0004210567623359284,0.00022989451797123818,6.0722084242987605e-05,6.0722084242987605e-05,7.653041479005568e-05,1.580833054706808e-05,Amphi 8,3.3505705002504396,0,1,1,1,1.0,4.0,104,9,0.7071067811865476,-0.7071067811865475,7
2415,1,,,Amphi 2,Object Oriented Programming,Right,2.0,2.0,36.6883394,2.8664607,13.973999977111816,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:54.210000+00:00,2026-04-08 09:26:55.250612+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.0002491230789249697,3.508754739494069e-05,0.00023048224954610514,0.00033904163153697245,0.0002302837296096099,1.930687131769672e-05,0.00017732571831471792,0.0003450123973239147,1.930687131769672e-05,3.508754739494069e-05,1.5780676077243974e-05,Amphi 6,2.706315362279965,0,1,1,2,2.0,2.0,202,9,0.7071067811865476,-0.7071067811865475,1
3559,3,,,Amphi 6,Machine Learning,Center,4.0,5.0,36.68837603815323,2.866509599133765,12.19043494211537,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:53:49.052000+00:00,2026-04-12 07:53:50.705446+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/23D127 Safari/604.1",Amphi 6,0.00019476577764432655,2.8459500738453445e-05,0.0002743550400199033,0.0003926033360009001,0.00018095425896131934,4.179537786117566e-05,0.000225876655162029,0.0003959599669995302,2.8459500738453445e-05,4.179537786117566e-05,1.3335877122722215e-05,Amphi 2,2.579491941326978,0,1,1,1,4.0,5.0,405,7,0.9659258262890683,-0.25881904510252063,5
3835,3,,,Amphi 6,Machine Learning,Center,6.0,1.0,36.6883601,2.8664819,14.92300033569336,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:26:09.962000+00:00,2026-04-12 08:26:10.723546+00:00,"Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.7727.55 Mobile Safari/537.36",Amphi 6,0.00022431655041870227,1.3355317142776506e-05,0.00024801178506434775,0.00036265921107809374,0.00020804965093917263,1.0771480927827575e-05,0.0001975015207897944,0.0003670095554319078,1.0771480927827575e-05,1.3355317142776506e-05,2.583836214948931e-06,Amphi 6,2.7677646259565822,0,1,1,1,6.0,1.0,601,8,0.8660254037844387,-0.4999999999999998,5
615,1,,,Amphi 2,Object Oriented Programming,Center,1.0,6.0,36.6883452,2.8664971,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:43:31.150000+00:00,2026-04-08 07:43:33.205561+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 2,0.00021237042509924888,8.620276864028694e-06,0.0002651453405449385,0.00037584329836152304,0.00019351176410627594,2.1757705870908e-05,0.0002131098791954414,0.0003815121232347119,8.620276864028694e-06,2.1757705870908e-05,1.3137429006879307e-05,Amphi 2,3.044522437723423,0,1,1,1,1.0,6.0,106,7,0.9659258262890683,-0.25881904510252063,1
6680,2,,,Amphi 4,Computer Architecture,Center,5.0,5.0,36.6882752,2.8661124,26.481000900268555,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:06:00.637000+00:00,2026-04-12 16:05:59.182588+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.0006031361364072362,0.0003885471823326484,0.00016740136531290966,3.251928004499812e-05,0.0005839190217884482,0.00037154572453333744,0.00019111053678139676,6.050100258825919e-05,3.251928004499812e-05,6.050100258825919e-05,2.798172254326107e-05,Amphi 4,3.313494889553609,0,1,1,1,5.0,5.0,505,16,-0.8660254037844385,-0.5000000000000004,3
756,1,,,Amphi 2,Object Oriented Programming,Center,3.0,1.0,36.6883478,2.8664973,12.654000282287598,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:44:06.017000+00:00,2026-04-08 07:44:08.563059+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00021157166568972483,6.555011487461326e-06,0.00026492970849957895,0.00037632329494887866,0.00019311421925112456,2.1410403598416017e-05,0.0002131632748525961,0.00038178622595588666,6.555011487461326e-06,2.1410403598416017e-05,1.485539211095469e-05,Amphi 2,2.61403253967044,0,1,1,1,3.0,1.0,301,7,0.9659258262890683,-0.25881904510252063,1
7112,2,,,Amphi 4,Computer Architecture,Left,2.0,3.0,36.6882768,2.8661226,11.02400016784668,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:10:12.053000+00:00,2026-04-12 16:10:12.617587+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.0005928223534236136,0.0003782334728979918,0.00015891824763274832,2.9038425505864422e-05,0.0005735946075798709,0.00036123420022193614,0.00018125783088277525,5.9212888172621355e-05,2.9038425505864422e-05,5.9212888172621355e-05,3.0174462666756933e-05,Amphi 4,2.486904666409978,0,1,1,0,2.0,3.0,203,16,-0.8660254037844385,-0.5000000000000004,3
6988,2,,,Amphi 4,Computer Architecture,Left,1.0,3.0,36.6882743,2.8661181,7.89900016784668,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:09:47.188000+00:00,2026-04-12 16:09:47.713286+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.0005977344939431179,0.0003831473153101075,0.00016388089004522224,3.1959308564288314e-05,0.0005784164151464326,0.00036615494365672236,0.0001864017301890084,6.135710425531169e-05,3.1959308564288314e-05,6.135710425531169e-05,2.9397795691023374e-05,Amphi 4,2.1859389297360217,0,1,1,0,1.0,3.0,103,16,-0.8660254037844385,-0.5000000000000004,3
7691,3,,,Amphi 8,Manual Selection,Center,1.0,4.0,36.6883414,2.8660534,27.51700019836425,0.0,False,1,[],{},{},{},{},{},2026-04-20 09:56:31.137000+00:00,2026-04-20 09:56:33.031433+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8,0.0006522330421079615,0.0004398595973514645,0.0001881512002281746,7.845190483969706e-05,0.0006368554163745406,0.00042283974753838975,0.00023163645893735244,6.257680992801588e-05,6.257680992801588e-05,7.845190483969706e-05,1.5875094911681182e-05,Amphi 8,3.3505004076284948,0,1,1,1,1.0,4.0,104,9,0.7071067811865476,-0.7071067811865475,7
3221,1,,nasro,Outside,,,,,36.6882719,2.8663454,5.359000205993652,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:41:20.026000+00:00,2026-04-08 20:48:31.848680+00:00,,Outside,0.0003787872065442622,0.00016843403220729965,0.0001602871738893487,0.00022465248736084912,0.0003559387815321123,0.00015280029313730203,0.00010591746602986418,0.00023836369089902338,0.00010591746602986418,0.00015280029313730203,4.6882827107437854e-05,Amphi 7,1.8498711646793027,0,1,0,3,-1.0,-1.0,-1,20,-0.8660254037844386,0.5000000000000001,8
4571,3,,,Amphi 5,Computer and Network Security,Center,3.0,2.0,36.6883941,2.8666742,24.09199905395508,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:17:47.286000+00:00,2026-04-12 09:17:48.150168+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 5,2.9210945171251957e-05,0.00018572980927309202,0.00043870210800879214,0.0005579028054012326,3.6445971649505965e-05,0.00020270356873378236,0.00039141802627467545,0.0005615459687356266,2.9210945171251957e-05,3.6445971649505965e-05,7.235026478254008e-06,Amphi 1,3.2225490325314468,0,1,1,1,3.0,2.0,302,9,0.7071067811865476,-0.7071067811865475,4
3946,3,,,Amphi 6,Machine Learning,Center,6.0,4.0,36.6883494,2.8664802,26.347999572753903,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:27:44.988000+00:00,2026-04-12 08:27:46.753166+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 6,0.00022792857969838333,1.3361618900616863e-05,0.0002477895756949598,0.00035952543092660687,0.0002100799955465635,4.373997611075758e-06,0.00019600594441006013,0.00036475233596499175,4.373997611075758e-06,1.3361618900616863e-05,8.987621289541106e-06,Amphi 6,3.3086433844289753,0,1,1,1,6.0,4.0,604,8,0.8660254037844387,-0.4999999999999998,5
2857,1,,nasro,Outside,,,,,36.6882937,2.8660391,5.874000072479248,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:11:00.009000+00:00,2026-04-08 20:48:31.834618+00:00,,Outside,0.0006720586385208731,0.0004578465994607954,0.00021815912102170687,8.509338967535566e-05,0.0006543406875726112,0.0004407715261275628,0.00025371740446617126,8.732317728205105e-05,8.509338967535566e-05,8.732317728205105e-05,2.2297876066953933e-06,Amphi 4,1.9277461889716119,0,1,0,3,-1.0,-1.0,-1,20,-0.8660254037844386,0.5000000000000001,8
3374,1,,,Amphi 1,Mathematical Analysis 1,Center,4.0,6.0,36.6883663,2.8666685,16.434999465942383,0.0,False,1,[],{},{},{},{},{},2026-04-09 07:55:48.330000+00:00,2026-04-09 07:55:57.147938+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 1,4.5645159858649336e-05,0.00017590483700029842,0.0004335421240555719,0.0005485189543079882,2.2037416852740046e-05,0.000192976504976649,0.0003841743318774898,0.0005536428302092443,2.2037416852740046e-05,4.5645159858649336e-05,2.360774300590929e-05,Amphi 5,2.858479649496262,0,1,1,1,4.0,6.0,406,7,0.9659258262890683,-0.25881904510252063,0
2022,1,,,Amphi 2,Object Oriented Programming,Center,1.0,9.0,36.68842773050232,2.8665058796899827,22.76014553275355,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:23:38.466000+00:00,2026-04-08 09:23:39.926697+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",Amphi 2,0.00020005472255109564,7.596961554241626e-05,0.0002731633323961207,0.00040150762269605987,0.0001957109292028706,8.229204496616326e-05,0.00023204533485887813,0.0004008986443471095,7.596961554241626e-05,8.229204496616326e-05,6.322429423746994e-06,Amphi 2,3.168009619591576,0,1,1,1,1.0,9.0,109,9,0.7071067811865476,-0.7071067811865475,1
6553,2,,,Amphi 4,Computer Architecture,Center,1.0,5.0,36.6883024,2.8661325,11.95400047302246,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:04:13.014000+00:00,2026-04-12 16:04:12.845372+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.000578447698284949,0.0003641215227841686,0.00013434167476777774,9.79545142865214e-06,0.0005605424169982572,0.000347050964733599,0.0001619302829450078,3.721415187884209e-05,9.79545142865214e-06,3.721415187884209e-05,2.741870045018995e-05,Amphi 4,2.5614046572762765,0,1,1,1,1.0,5.0,105,16,-0.8660254037844385,-0.5000000000000004,3
