latitude_mean,longitude_mean,accuracy_mean,is_outside,sample_count,dist_Amphi_1,dist_Amphi_2,dist_Amphi_3,dist_Amphi_4,dist_Amphi_5,dist_Amphi_6,dist_Amphi_7,dist_Amphi_8,dist_nearest,dist_2nd,dist_gap,nearest_amphi_enc,log_accuracy,accuracy_bin,high_accuracy_flag,has_seat,seat_block_enc,seat_row_filled,seat_column_filled,seat_zone_id,hour_sin,hour_cos,label_enc,latitude_mean_scaled,longitude_mean_scaled,accuracy_mean_scaled,sample_count_scaled,dist_Amphi_1_scaled,dist_Amphi_2_scaled,dist_Amphi_3_scaled,dist_Amphi_4_scaled,dist_Amphi_5_scaled,dist_Amphi_6_scaled,dist_Amphi_7_scaled,dist_Amphi_8_scaled,dist_nearest_scaled,dist_2nd_scaled,dist_gap_scaled,log_accuracy_scaled
36.6883403,2.8664937,13.074000358581545,0,1,0.00019147109568317815,2.4330222641394283e-05,0.0002628497445530055,0.000362016755373632,0.0001971859672697311,2.391987565599995e-05,0.00020965491050251898,0.0003239297561917842,2.391987565599995e-05,2.4330222641394283e-05,4.103469853943334e-07,5,2.6443291490226533,0,1,1,2,3.0,5.0,305,0.9659258262890683,-0.25881904510252063,1,-0.4555902237308556,0.43634375051565855,-0.5508489324596642,0.07421236035582578,-0.5966041303809938,-1.2143754050934443,0.19396384119245313,0.3780919622347758,-0.5848492687373671,-1.2142047011881427,-0.04596351842032639,0.3327809526728925,-0.5362020631648541,-0.8218764545621641,-0.9932556885532353,-0.33409251372655324
36.68839525065744,2.866338550951821,17.302038402251213,0,1,0.00034138289228289687,0.00015860484944524745,0.00010313850344514994,0.00021090102407187442,0.0003535443050461095,0.00016149899174303447,6.579408794419971e-05,0.00017459626304442474,6.579408794419971e-05,0.00010313850344514994,3.734441550095023e-05,6,2.9070124417453407,0,1,1,1,10.0,7.0,1007,-0.7071067811865471,-0.7071067811865479,2,0.9518978317586219,-0.25573669353141737,-0.035119462846414234,0.07421236035582578,0.17031886891114587,-0.2907391945225548,-0.8281726651008103,-0.38893883319456435,0.1987057582590574,-0.2738931644337162,-1.1308422982292028,-0.477922075018486,0.33915633409949575,0.7334152195481056,1.300237057241369,0.1928648834872305
36.6884248,2.8666647,12.954999923706056,0,1,4.221843283859147e-05,0.00018083440302153755,0.0004305679317022739,0.0005375965085813106,7.164705955333984e-05,0.00017838809080253053,0.0003858909862962788,0.0005004035771472085,4.221843283859147e-05,7.164705955333984e-05,2.9428626714748372e-05,0,2.635837861521145,0,1,1,1,3.0,6.0,306,0.7071067811865476,-0.7071067811865475,0,1.708764967324048,1.199131259179121,-0.5653644194368851,0.07421236035582578,-1.3601551146090334,-0.13782854329520045,1.2673440282440513,1.2692968460945846,-1.213959577939434,-0.15846129408367032,1.2830625184489608,1.290823639156172,-0.15368034365498723,0.11192747750984942,0.8086907725218887,-0.35112651202317285
36.68838459727647,2.866221380295886,17.129350587025716,0,1,0.0004584112057245616,0.00027352083765292063,1.5104838772695114e-05,9.486003867725718e-05,0.0004694916360484877,0.0002763847910369039,6.895724847052886e-05,6.20031393057877e-05,1.5104838772695114e-05,6.20031393057877e-05,4.6898300533092584e-05,2,2.8975322043252,0,1,1,1,1.0,5.0,105,-0.7071067811865471,-0.7071067811865479,2,0.6790256374757906,-0.7784051890239758,-0.056183652533226554,0.07421236035582578,0.7690156171492398,0.4997345562419378,-1.3915796101619229,-0.9779377981792408,0.7797500144576996,0.5113164339252283,-1.1069883700288936,-1.0891686506414784,-0.7204757757039273,-0.07839654318730686,1.8935041111037223,0.17384699626605873
36.68836206636244,2.866274906525695,22.97382631093033,0,1,0.00040555444979821644,0.00021927943767223004,4.8149571633767254e-05,0.00014327965411369236,0.0004152223704700138,0.00022209772424663612,1.0891790283198245e-05,0.00010567971898491624,1.0891790283198245e-05,4.8149571633767254e-05,3.725778135056901e-05,6,3.17696266486546,0,1,0,3,-1.0,-1.0,-1,0.7071067811865476,-0.7071067811865475,6,0.10192622042027485,-0.539638291454083,0.6567163578556903,0.07421236035582578,0.49860953365653304,0.12662369883915023,-1.1800965137704744,-0.7321702938786501,0.5077916625069836,0.1402807952956416,-1.5448698050650211,-0.8520568370838019,-0.8085473398441855,-0.3517985034542765,1.294857341346985,0.7344001500747133
36.6883307,2.8666976,33.8120002746582,0,1,5.749836075721997e-05,0.00020623844798789732,0.0004658102599848366,0.0005661336346421283,2.812555420360199e-05,0.0002033478340587062,0.0004137190433331198,0.0005280374314455731,2.812555420360199e-05,5.749836075721997e-05,2.9372806553617984e-05,4,3.5499621628170237,1,0,1,2,3.0,3.0,303,1.2246467991473532e-16,-1.0,4,-0.7014814643335058,1.3458897915492691,1.9787398713996038,0.07421236035582578,-1.2819856281902158,0.03691851342294705,1.4928915229257333,1.4141451310027073,-1.4320579204020558,0.01213098187893335,1.4929186003599426,1.4408425590535319,-0.4482845637859959,-0.16729893388587472,0.805224511160303,1.4826580334190695
36.6883508,2.866685,14.965999603271484,0,1,3.496104971825814e-05,0.00019132915533428622,0.0004511342275689029,0.0005530957837562672,8.67234262215507e-06,0.0001884663401610129,0.0004003115400674351,0.0005150845864668757,8.67234262215507e-06,3.496104971825814e-05,2.6288707096103074e-05,4,2.770461436375272,0,1,1,0,2.0,3.0,203,1.2246467991473532e-16,-1.0,4,-0.1866466792307089,1.2896843961729199,-0.32006582291940217,0.07421236035582578,-1.3972826399666252,-0.06563818620571724,1.3989663339671254,1.3479678174330063,-1.529543362768856,-0.08957951600861883,1.3918103519536538,1.3705240362618298,-0.8549437265752704,-0.6120756991983389,0.6137113630720993,-0.08106408104992702
36.68836401582034,2.8661961570920984,23.999999581466174,0,1,0.00048410499447983926,0.0002980145594149158,4.7093373697747935e-05,6.517212911804184e-05,0.0004939889724046144,0.00030083881324672283,8.883313922560147e-05,2.9741719656600587e-05,2.9741719656600587e-05,4.7093373697747935e-05,1.735165404114735e-05,7,3.2188758081268474,0,1,1,0,1.0,5.0,105,-0.7071067811865471,-0.7071067811865479,2,0.15185899359541472,-0.8909194859684573,0.7818873688727548,0.07421236035582578,0.9004606266970285,0.6682197636823188,-1.1868560784748017,-1.1286272114367368,0.9025129660395833,0.6784522598989547,-0.9571009182090182,-1.2643097394621183,-0.41449947450684693,-0.37264270712614517,0.05874768931139487,0.8184802628719346
36.6882676,2.8662455,6.051000118255615,1,1,0.0004499761118747602,0.00026692931491747426,0.0001226174447136003,0.0001421614244239667,0.00045366631724734973,0.0002693353914201392,9.798973518766534e-05,0.00011182777664535392,9.798973518766534e-05,0.00011182777664535392,1.3838041457688572e-05,6,1.9531694675083706,0,1,0,3,-1.0,-1.0,-1,-0.8660254037844386,0.5000000000000001,8,-2.3177040980903376,-0.6708133234636836,-1.407503520622589,0.07421236035582578,0.7258631260089095,0.454393383258057,-0.7035093237084541,-0.7378461861302003,0.7004449497147691,0.46313592531778286,-0.8880494803132026,-0.8186802056618098,1.012189416512139,0.9048991565724331,-0.1594369108579931,-1.7205975443847816
36.6883543,2.8666798,14.612000465393066,0,1,3.1070794560542584e-05,0.00018591593457350987,0.0004456613819777885,0.0005478924387182368,1.0888040483185468e-05,0.00018306082802892963,0.0003950693895292757,0.00050990198159191,1.0888040483185468e-05,3.1070794560542584e-05,2.0182754077357114e-05,4,2.748039879128326,0,1,1,2,10.0,3.0,1003,1.2246467991473532e-16,-1.0,4,-0.0969988311246587,1.2664885187167998,-0.36324608424532134,0.07421236035582578,-1.4171845170786264,-0.10287416167985389,1.3639406511586971,1.3215567624817248,-1.5184398858324448,-0.12652455217710543,1.3522784086609807,1.342388663714716,-0.8086257274424202,-0.6888503908329165,0.23455034676656175,-0.12604298064368116
