id,year,section,user,amphitheatre,module,seat_block,seat_row,seat_column,latitude_mean,longitude_mean,accuracy_mean,gps_variance,is_outside,sample_count,raw_gps_readings,collection_metadata,navigator_context,screen_context,network_information,battery_status,timestamp,created_at,device_info,target_label
4258,3,,,Amphi 5,Computer and Network Security,Center,3.0,2.0,36.6883719,2.8666978,13.446000099182127,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:59:07.686000+00:00,2026-04-12 08:59:09.628353+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 5
7882,3,,,Amphi 8,Manual Selection,Right,4.0,1.0,36.6883798597135,2.866187794132977,14.525893347495142,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:30:44.620000+00:00,2026-04-20 12:30:45.749630+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1",Amphi 8
1075,1,,,Amphi 2,Object Oriented Programming,Center,5.0,3.0,36.6884180513626,2.866499537387948,21.396714075136664,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:14.134000+00:00,2026-04-08 09:20:16.357885+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Amphi 2
7916,3,,,Amphi 8,Manual Selection,Center,5.0,1.0,36.6883188,2.8661488,17.464000701904297,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:31:03.940000+00:00,2026-04-20 12:31:07.834357+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8
6466,2,,,Amphi 4,Computer Architecture,Right,2.0,3.0,36.68838805596969,2.866191926149418,22.64362323640172,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:03:53.301000+00:00,2026-04-12 16:03:54.603929+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
5896,3,,,Amphi 3,Manual Selection,Right,5.0,3.0,36.68839924880187,2.866224853357797,23.9410555472354,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:05:18.487000+00:00,2026-04-12 15:05:19.599073+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
3242,1,,nasro,Outside,,,,,36.6883188,2.866603,4.918000221252441,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:43:04.971000+00:00,2026-04-08 20:48:31.849476+00:00,,Outside
2908,1,,nasro,Outside,,,,,36.6882755,2.8663596,7.540999889373779,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:15:14.700000+00:00,2026-04-08 20:48:31.836565+00:00,,Outside
7740,3,,,Amphi 8,Manual Selection,Left,4.0,3.0,36.6883131,2.8660591,21.600000381469727,0.0,False,1,[],{},{},{},{},{},2026-04-20 10:42:33.697000+00:00,2026-04-20 10:42:35.228180+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 8
6596,2,,,Amphi 4,Computer Architecture,Center,2.0,5.0,36.6882876,2.8661189,14.755000114440918,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:04:39.246000+00:00,2026-04-12 16:04:40.457228+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4
5159,3,,,Amphi 5,Computer and Network Security,Center,2.0,5.0,36.6883598,2.8666879,15.21500015258789,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:12:59.777000+00:00,2026-04-12 12:12:59.122467+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5
7142,2,,,Amphi 4,Computer Architecture,Left,8.0,3.0,36.68842599031482,2.866185054137901,23.856727288515263,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:10:59.759000+00:00,2026-04-12 16:11:01.248552+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
6640,2,,,Amphi 4,Computer Architecture,Right,5.0,3.0,36.68839441319455,2.8661812384291943,23.98675980065252,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:05:35.172000+00:00,2026-04-12 16:05:36.123027+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
5978,3,,,Amphi 3,Manual Selection,Center,4.0,9.0,36.68840438730182,2.866247994411427,21.42892063815185,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:09:14.278000+00:00,2026-04-12 15:09:15.112196+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
2478,1,,,Amphi 2,Object Oriented Programming,Center,1.0,6.0,36.6883445,2.8665008,33.18899917602539,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:27:15.978000+00:00,2026-04-08 09:27:17.235934+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 2
4309,1,,ayoub,Amphi 7,,,,,36.6883482446765,2.8662694715366768,30.99296983763853,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:02:24.338000+00:00,2026-04-12 09:03:33.782931+00:00,,Amphi 7
3042,1,,nasro,Outside,,,,,36.6883133,2.8666134,9.979999542236328,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:26:24.436000+00:00,2026-04-08 20:48:31.841792+00:00,,Outside
1805,1,,,Amphi 2,Object Oriented Programming,Right,4.0,5.0,36.6883613,2.866505,25.351999282836918,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:23:13.392000+00:00,2026-04-08 09:23:16.214784+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
5959,3,,,Amphi 3,Manual Selection,Center,1.0,1.0,36.688395406586594,2.8662036015696017,8.04579609600623,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:08:11.320000+00:00,2026-04-12 15:08:12.385422+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
3449,1,,ayoub,Amphi 6,,,,,36.688390827892185,2.8665031781372514,19.27344716500427,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:28:01.992000+00:00,2026-04-12 07:28:38.686299+00:00,,Amphi 6
1550,1,,,Amphi 2,Object Oriented Programming,Center,3.0,9.0,36.6883309,2.8664784,10.272000312805176,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:21:48.506000+00:00,2026-04-08 09:21:48.996559+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
1680,1,,,Amphi 2,Object Oriented Programming,Right,5.0,1.0,36.6883466,2.8664926,10.27299976348877,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:22:13.626000+00:00,2026-04-08 09:22:14.500353+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36",Amphi 2
3425,1,,ayoub,Amphi 6,,,,,36.68834852820959,2.8665709544092093,22.603169478407985,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:37.993000+00:00,2026-04-12 07:28:38.685574+00:00,,Amphi 6
3904,3,,,Amphi 6,Machine Learning,Center,6.0,4.0,36.6883453,2.8664805,13.489999771118164,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:27:44.974000+00:00,2026-04-12 08:27:46.094814+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 6
4948,3,,,Amphi 6,Time Series Analysis and Classification,Center,5.0,6.0,36.6883389,2.8664779,15.628999710083008,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:59:16.584000+00:00,2026-04-12 09:59:18.607227+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 6
6069,3,,,Amphi 3,Manual Selection,Left,1.0,1.0,36.688391174501454,2.866255758839498,13.545998638478489,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:13:45.538000+00:00,2026-04-12 15:13:46.656400+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
6536,2,,,Amphi 4,Computer Architecture,Center,1.0,5.0,36.6882807,2.8661139,14.567999839782717,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:04:13.014000+00:00,2026-04-12 16:04:12.813212+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4
7855,3,,,Amphi 8,Manual Selection,Right,8.0,4.0,36.6883125,2.8660487,13.718000411987305,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:30:25.881000+00:00,2026-04-20 12:30:26.846952+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 8
7240,3,,,Amphi 3,Manual Selection,Center,4.0,1.0,36.6883821,2.8662172,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-13 08:24:52.569000+00:00,2026-04-13 08:24:54.171376+00:00,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.119 Mobile Safari/537.36",Amphi 3
3615,3,,,Amphi 6,Machine Learning,Center,9.0,6.0,36.6883485,2.8664695,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:02:26.836000+00:00,2026-04-12 08:02:29.422945+00:00,"Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 6
3411,1,,ayoub,Amphi 6,,,,,36.68833630700248,2.8665697862394723,20.52373247586957,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:24.096000+00:00,2026-04-12 07:28:38.685190+00:00,,Amphi 6
6878,2,,,Amphi 4,Computer Architecture,Right,10.0,3.0,36.68837716003783,2.8660550709306896,22.01564881468622,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:08:39.848000+00:00,2026-04-12 16:08:41.080786+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
3036,1,,nasro,Outside,,,,,36.688351,2.8666611,7.129000186920166,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:25:55.038000+00:00,2026-04-08 20:48:31.841571+00:00,,Outside
4701,1,,,Amphi 1,Introduction to Linux,Center,3.0,6.0,36.6884248,2.8666647,12.954999923706056,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:25:24.252000+00:00,2026-04-12 09:25:25.735300+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",Amphi 1
7755,3,,,Amphi 8,Manual Selection,Right,1.0,1.0,36.6883431,2.8660541,13.984000205993652,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:27:59.878000+00:00,2026-04-20 12:28:01.918476+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8
2050,1,,,Amphi 2,Object Oriented Programming,Center,1.0,7.0,36.688415251351685,2.8665041440631587,23.93538149328501,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:23:44.889000+00:00,2026-04-08 09:23:45.884754+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",Amphi 2
4357,1,,ayoub,Amphi 7,,,,,36.68834737099436,2.8662702458578355,31.00000000000042,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:03:12.949000+00:00,2026-04-12 09:03:33.784330+00:00,,Amphi 7
7248,3,,,Amphi 3,Manual Selection,Center,4.0,1.0,36.6883821,2.8662172,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-13 08:24:52.577000+00:00,2026-04-13 08:24:54.312954+00:00,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.119 Mobile Safari/537.36",Amphi 3
2720,1,,admin,Outside,,,,,36.68830343376138,2.8670457310320105,23.29733125637753,0.0,True,1,[],{},{},{},{},{},2026-04-08 13:12:46.633000+00:00,2026-04-08 13:12:52.326723+00:00,,Outside
3392,1,,ayoub,Amphi 6,,,,,36.68840219497116,2.8664578175948443,24.265101357668463,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:05.004000+00:00,2026-04-12 07:28:38.684663+00:00,,Amphi 6
6078,3,,,Amphi 3 door 2 ,Campus-wide Data,,,,36.688371562118846,2.8661165184310278,23.999635147013628,0.0,True,1,[],{},{},{},{},{},2026-04-12 15:14:24.050000+00:00,2026-04-12 15:14:25.078401+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Outside
2969,1,,nasro,Outside,,,,,36.6883611,2.8667147,8.220999717712402,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:20:19.412000+00:00,2026-04-08 20:48:31.838917+00:00,,Outside
576,1,,,Amphi 2,Object Oriented Programming,Center,2.0,8.0,36.6883485,2.8665156,14.404000282287598,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:43:29.535000+00:00,2026-04-08 07:43:30.344154+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
2386,1,,,Amphi 2,Object Oriented Programming,Center,6.0,8.0,36.6883519,2.8665072,15.190999984741213,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:51.215000+00:00,2026-04-08 09:26:53.030974+00:00,"Mozilla/5.0 (Linux; Android 13; SM-G988N Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.172 Mobile Safari/537.36 Instagram 423.0.0.47.66 Android (33/13; 420dpi; 1080x2400; samsung; SM-G988N; z3q; qcom; en_US; 923309173; IABMV/1)",Amphi 2
1076,1,,,Amphi 2,Object Oriented Programming,Center,5.0,3.0,36.68841770623502,2.8665027203175724,15.974470205455509,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:14.134000+00:00,2026-04-08 09:20:16.357922+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Amphi 2
3238,1,,nasro,Outside,,,,,36.6883297,2.8665888,5.539000034332275,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:42:45.003000+00:00,2026-04-08 20:48:31.849328+00:00,,Outside
2989,1,,nasro,Outside,,,,,36.6883278,2.8666039,5.326000213623047,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:21:59.976000+00:00,2026-04-08 20:48:31.839715+00:00,,Outside
2511,1,,,Amphi 2,Object Oriented Programming,Left,4.0,5.0,36.6883465,2.8664932,12.850000381469728,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:20.056000+00:00,2026-04-08 09:27:41.734951+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.115 Mobile Safari/537.36",Amphi 2
6216,3,,,Amphi 1,Manual Selection,Center,10.0,5.0,36.68841196115576,2.866633927775523,24.99999997610813,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:47:04.036000+00:00,2026-04-12 15:47:05.649070+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 1
5200,3,,,Amphi 5,Computer and Network Security,Center,5.0,5.0,36.6883503,2.866688,15.59000015258789,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:14:19.539000+00:00,2026-04-12 12:14:18.786910+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5
5642,3,,,Amphi 5,Computer and Network Security,Left,2.0,3.0,36.6883491,2.8666844,10.039999961853027,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:19:05.169000+00:00,2026-04-12 12:19:05.087936+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5
3473,1,,ayoub,Amphi 6,,,,,36.68839307050882,2.8665002197231355,19.99999999999993,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:28:25.995000+00:00,2026-04-12 07:28:38.686959+00:00,,Amphi 6
2911,1,,nasro,Outside,,,,,36.6883258,2.866363,5.956999778747559,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:15:29.956000+00:00,2026-04-08 20:48:31.836682+00:00,,Outside
8256,3,,,Amphi 8,Manual Selection,Left,2.0,4.0,36.68837162633655,2.8662029231320627,11.004162124382534,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:34:33.581000+00:00,2026-04-20 12:34:34.108561+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1",Amphi 8
5874,3,,,Amphi 3,Manual Selection,Center,1.0,9.0,36.68839864159154,2.866168887213812,19.364531934426832,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:03:58.010000+00:00,2026-04-12 15:03:58.765595+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
1034,1,,,Amphi 2,Object Oriented Programming,Center,3.0,9.0,36.6883248,2.866485,34.11100006103516,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:03.571000+00:00,2026-04-08 09:20:05.170137+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
3337,1,,,Amphi 1,Mathematical Analysis 1,Center,4.0,6.0,36.6883715,2.8667335,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-09 07:55:48.329000+00:00,2026-04-09 07:55:57.066567+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 1
1186,1,,,Amphi 2,Object Oriented Programming,Center,1.0,9.0,36.68842450664079,2.866495745404369,23.420832594553996,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:30.973000+00:00,2026-04-08 09:20:31.982043+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",Amphi 2
2553,1,,,Amphi 2,Object Oriented Programming,Left,4.0,5.0,36.6883465,2.8664932,12.850000381469728,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:20.057000+00:00,2026-04-08 09:27:41.838688+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.115 Mobile Safari/537.36",Amphi 2
4419,3,,,Amphi 5,Computer and Network Security,Center,3.0,4.0,36.6884219,2.8666815,14.800000190734863,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:14:02.096000+00:00,2026-04-12 09:15:30.578587+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5
2927,1,,nasro,Outside,,,,,36.6882763,2.8665874,4.97599983215332,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:16:50.034000+00:00,2026-04-08 20:48:31.837327+00:00,,Outside
4163,3,,,Amphi 6,Machine Learning,Center,3.0,3.0,36.6883196,2.8664462,14.156000137329102,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:56:34.626000+00:00,2026-04-12 08:56:37.795116+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 6
2998,1,,nasro,Outside,,,,,36.6884003,2.8666628,6.185999870300293,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:22:44.963000+00:00,2026-04-08 20:48:31.840065+00:00,,Outside
7980,3,,,Amphi 8,Manual Selection,Center,6.0,6.0,36.6883147,2.8661189,19.391000747680664,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:32:04.445000+00:00,2026-04-20 12:32:06.299369+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8
3265,1,,nasro,Outside,,,,,36.6884348,2.8666216,7.190000057220459,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:44:59.218000+00:00,2026-04-08 20:48:31.850404+00:00,,Outside
2994,1,,nasro,Outside,,,,,36.6883591,2.8666225,5.5320000648498535,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:22:24.997000+00:00,2026-04-08 20:48:31.839909+00:00,,Outside
1036,1,,,Amphi 2,Object Oriented Programming,Center,3.0,9.0,36.6883316,2.8664814,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:03.583000+00:00,2026-04-08 09:20:05.430192+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
39,4,,,Amphi 7,Computer Vision,Right,3.0,1.0,36.68830081818182,2.866226418181818,20.0,0.0,False,0,"[{'latitude': 36.688298, 'longitude': 2.8662241, 'speed_m_s': None, 'timestamp': '2026-03-08T12:45:46.953Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.688298, 'longitude': 2.8662241, 'speed_m_s': None, 'timestamp': '2026-03-08T12:45:46.953Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.688298, 'longitude': 2.8662241, 'speed_m_s': None, 'timestamp': '2026-03-08T12:45:46.953Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.688298, 'longitude': 2.8662241, 'speed_m_s': None, 'timestamp': '2026-03-08T12:45:46.953Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.688298, 'longitude': 2.8662241, 'speed_m_s': None, 'timestamp': '2026-03-08T12:45:46.953Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.688298, 'longitude': 2.8662241, 'speed_m_s': None, 'timestamp': '2026-03-08T12:45:46.953Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883042, 'longitude': 2.8662292, 'speed_m_s': 0.07809526473283768, 'timestamp': '2026-03-08T12:45:54.510Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883042, 'longitude': 2.8662292, 'speed_m_s': 0.07809526473283768, 'timestamp': '2026-03-08T12:45:54.510Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883042, 'longitude': 2.8662292, 'speed_m_s': 0.07809526473283768, 'timestamp': '2026-03-08T12:45:54.510Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883042, 'longitude': 2.8662292, 'speed_m_s': 0.07809526473283768, 'timestamp': '2026-03-08T12:45:54.510Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883042, 'longitude': 2.8662292, 'speed_m_s': 0.07809526473283768, 'timestamp': '2026-03-08T12:45:54.510Z', 'accuracy_m': 20, 'altitude_m': 181.20001220703125, 'heading_deg': None, 'altitude_accuracy_m': None}]","{'number_of_readings': 11, 'collection_duration_seconds': 8}","{'platform': 'Linux aarch64', 'user_agent': 'Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.7632.79 Mobile Safari/537.36', 'device_memory_gb': 4, 'max_touch_points': 5, 'hardware_concurrency': 8}","{'avail_width': 339, 'color_depth': 24, 'avail_height': 753, 'screen_width': 339, 'screen_height': 753, 'device_pixel_ratio': 2.125}","{'rtt_ms': 0, 'save_data': False, 'downlink_mbps': 10, 'effective_type': '4g', 'connection_type': 'cellular'}","{'is_charging': False, 'battery_level': 0.85}",2026-03-08 12:45:54.655000+00:00,2026-03-08 12:45:57.832328+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.7632.79 Mobile Safari/537.36",Amphi 7
4599,3,,,Amphi 5,Computer and Network Security,Center,3.0,2.0,36.688399,2.8666821,7.831999778747559,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:17:47.286000+00:00,2026-04-12 09:17:48.177651+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 5
5336,3,,,Amphi 5,Computer and Network Security,Center,8.0,5.0,36.6883542,2.8667003,25.145000457763672,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:16:17.259000+00:00,2026-04-12 12:16:16.465994+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5
